id_venda,id_vendedor,id_produto,produto,categoria,data_venda,quantidade,valor_total,cidade,idEstado
3103,4,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-05-17,6,11399.4,Porto Alegre,21
3104,4,35,Teclado Numerico USB,Teclado,2025-09-04,13,648.7,Boa Vista,23
3105,2,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-05-12,31,12089.69,Natal,20
3106,1,28,Teclado de Membrana Silencioso,Teclado,2024-11-14,15,1198.5,Porto Alegre,21
3107,4,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-05-05,20,4980.0,Sao Luis,10
3108,5,25,Mousepad RGB Extendido,Acessorio,2025-03-19,22,1958.0,Porto Velho,22
3109,4,19,Cooler para Notebook com RGB,Refrigeracao,2025-04-23,4,440.0,Campo Grande,12
3110,6,27,Webcam 4K Ultra HD,Camera,2025-02-18,15,5985.0,Joao Pessoa,15
3111,2,3,Headset Gamer 7.1 Surround,Audio,2025-01-13,11,3289.0,Brasilia,7
3112,5,28,Teclado de Membrana Silencioso,Teclado,2025-01-20,3,239.7,Natal,20
3113,4,1,Mouse Gamer Optico RGB,Mouse,2025-03-28,11,1648.9,Salvador,5
3114,4,36,Mouse sem Fio Silencioso,Mouse,2025-05-18,18,1258.2,Cuiaba,11
3115,4,31,Hub USB 3.0 de 4 Portas,Adaptador,2024-10-08,21,1155.0,Curitiba,16
3116,6,39,No-break 600VA Bivolt,Energia,2025-10-23,12,3840.0,Cuiaba,11
3117,4,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-09-15,21,11550.0,Boa Vista,23
3118,3,2,Teclado Mecanico TKL Switch Azul,Teclado,2024-11-29,36,14039.64,Palmas,27
3119,4,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-01-26,35,8715.0,Curitiba,16
3120,6,36,Mouse sem Fio Silencioso,Mouse,2025-01-03,3,209.7,Recife,17
3121,2,10,Hub USB-C 7-em-1,Adaptador,2025-01-23,17,2208.3,Cuiaba,11
3122,3,1,Mouse Gamer Optico RGB,Mouse,2024-12-17,6,899.4,Joao Pessoa,15
3123,2,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-04-15,2,110.0,Boa Vista,23
3124,1,36,Mouse sem Fio Silencioso,Mouse,2025-07-17,26,1817.4,Curitiba,16
3125,4,23,Headset USB com Microfone Flexivel,Audio,2024-12-12,38,6669.0,Palmas,27
3126,4,8,Microfone Condensador Profissional,Audio,2024-12-26,15,6750.0,Palmas,27
3127,1,7,Caixa de Som USB 2.0,Audio,2025-02-10,16,1360.0,Maceio,2
3128,3,26,Placa de Captura Externa 4K,Video,2025-11-01,39,30420.0,Sao Luis,10
3129,1,32,Leitor de Cartao de Memoria,Acessorio,2025-11-18,32,1120.0,Goiania,9
3130,1,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-07-31,39,2145.0,Aracaju,26
3131,2,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-01-05,11,830.5,Joao Pessoa,15
3132,4,28,Teclado de Membrana Silencioso,Teclado,2025-07-05,12,958.8,Fortaleza,6
3133,3,2,Teclado Mecanico TKL Switch Azul,Teclado,2024-12-31,14,5459.86,Belo Horizonte,13
3134,4,21,Teclado Mecanico Compacto 60%,Teclado,2025-07-19,7,2239.3,Campo Grande,12
3135,1,12,Mouse Vertical Ergonomico,Mouse,2025-03-05,3,299.7,Sao Luis,10
3136,6,37,Fone de Ouvido Headband Com Fio,Audio,2024-12-22,6,213.0,Macapa,3
3137,2,30,Caixa de Som Bluetooth Portatil,Audio,2025-11-07,31,4650.0,Goiania,9
3138,3,30,Caixa de Som Bluetooth Portatil,Audio,2024-10-26,31,4650.0,Rio de Janeiro,19
3139,6,9,Controle Sem Fio para PC,Input Device,2025-05-21,20,4400.0,Joao Pessoa,15
3140,4,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-11-28,34,3056.6,Campo Grande,12
3141,2,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-03-20,21,11550.0,Manaus,4
3142,1,37,Fone de Ouvido Headband Com Fio,Audio,2025-06-10,6,213.0,Vitoria,8
3143,1,23,Headset USB com Microfone Flexivel,Audio,2025-05-28,19,3334.5,Campo Grande,12
3144,2,35,Teclado Numerico USB,Teclado,2025-01-31,38,1896.2,Sao Luis,10
3145,3,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-07-19,21,1257.9,Fortaleza,6
3146,1,37,Fone de Ouvido Headband Com Fio,Audio,2025-11-17,3,106.5,Fortaleza,6
3147,6,23,Headset USB com Microfone Flexivel,Audio,2025-05-17,25,4387.5,Belo Horizonte,13
3148,3,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-03-08,1,270.0,Cuiaba,11
3149,3,3,Headset Gamer 7.1 Surround,Audio,2025-04-17,4,1196.0,Brasilia,7
3150,3,25,Mousepad RGB Extendido,Acessorio,2024-11-23,32,2848.0,Florianopolis,24
3151,2,35,Teclado Numerico USB,Teclado,2025-05-09,13,648.7,Porto Velho,22
3152,1,27,Webcam 4K Ultra HD,Camera,2025-07-03,1,399.0,Natal,20
3153,2,9,Controle Sem Fio para PC,Input Device,2025-05-11,30,6600.0,Porto Alegre,21
3154,4,39,No-break 600VA Bivolt,Energia,2025-11-13,9,2880.0,Natal,20
3155,3,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-10-13,14,13986.0,Rio Branco,1
3156,6,7,Caixa de Som USB 2.0,Audio,2025-01-18,17,1445.0,Sao Luis,10
3157,1,14,SSD Externo Portatil 500GB,Armazenamento,2025-04-15,23,11247.0,Natal,20
3158,2,7,Caixa de Som USB 2.0,Audio,2024-10-06,28,2380.0,Campo Grande,12
3159,1,31,Hub USB 3.0 de 4 Portas,Adaptador,2024-11-24,19,1045.0,Salvador,5
3160,1,32,Leitor de Cartao de Memoria,Acessorio,2025-01-01,6,210.0,Maceio,2
3161,3,11,Teclado Sem Fio Ergonomico,Teclado,2024-11-09,29,4639.71,Joao Pessoa,15
3162,1,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-11-24,40,103999.6,Natal,20
3163,2,35,Teclado Numerico USB,Teclado,2025-03-10,27,1347.3,Joao Pessoa,15
3164,5,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-01-19,11,2970.0,Sao Luis,10
3165,2,14,SSD Externo Portatil 500GB,Armazenamento,2025-06-22,29,14181.0,Cuiaba,11
3166,5,12,Mouse Vertical Ergonomico,Mouse,2025-01-09,15,1498.5,Belem,14
3167,1,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2024-10-24,4,2200.0,Curitiba,16
3168,1,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-02-24,34,18700.0,Brasilia,7
3169,2,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-08-19,20,19980.0,Cuiaba,11
3170,3,11,Teclado Sem Fio Ergonomico,Teclado,2025-11-08,36,5759.64,Teresina,18
3171,4,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-09-23,32,8640.0,Porto Alegre,21
3172,2,35,Teclado Numerico USB,Teclado,2025-03-25,36,1796.4,Aracaju,26
3173,4,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-03-30,10,755.0,Recife,17
3174,6,25,Mousepad RGB Extendido,Acessorio,2025-05-12,19,1691.0,Rio de Janeiro,19
3175,4,7,Caixa de Som USB 2.0,Audio,2025-09-05,33,2805.0,Sao Paulo,25
3176,4,9,Controle Sem Fio para PC,Input Device,2024-11-05,32,7040.0,Curitiba,16
3177,3,10,Hub USB-C 7-em-1,Adaptador,2025-11-08,18,2338.2,Sao Paulo,25
3178,5,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-04-17,38,20900.0,Fortaleza,6
3179,3,27,Webcam 4K Ultra HD,Camera,2025-05-16,13,5187.0,Curitiba,16
3180,2,34,Dock Station para Notebook,Adaptador,2025-09-20,36,15120.0,Campo Grande,12
3181,6,31,Hub USB 3.0 de 4 Portas,Adaptador,2024-12-19,12,660.0,Belo Horizonte,13
3182,4,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-07-23,32,60796.8,Porto Velho,22
3183,5,19,Cooler para Notebook com RGB,Refrigeracao,2025-03-23,38,4180.0,Sao Luis,10
3184,6,1,Mouse Gamer Optico RGB,Mouse,2025-06-14,30,4497.0,Joao Pessoa,15
3185,3,35,Teclado Numerico USB,Teclado,2024-10-11,32,1596.8,Recife,17
3186,1,17,Cadeira Gamer Reclinavel,Mobiliario,2025-02-13,39,46761.0,Manaus,4
3187,2,19,Cooler para Notebook com RGB,Refrigeracao,2025-06-11,26,2860.0,Natal,20
3188,3,29,Mouse Optico Simples USB,Mouse,2025-07-16,36,900.0,Goiania,9
3189,5,5,Mousepad Grande Speed,Acessorio,2025-01-12,31,1422.9,Belem,14
3190,3,12,Mouse Vertical Ergonomico,Mouse,2025-07-18,21,2097.9,Macapa,3
3191,5,1,Mouse Gamer Optico RGB,Mouse,2024-12-03,25,3747.5,Curitiba,16
3192,4,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-09-17,16,30398.4,Curitiba,16
3193,6,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2024-11-04,14,7700.0,Brasilia,7
3194,5,19,Cooler para Notebook com RGB,Refrigeracao,2025-03-22,39,4290.0,Florianopolis,24
3195,3,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-04-18,32,1760.0,Macapa,3
3196,6,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-01-08,29,75399.71,Maceio,2
3197,5,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-03-03,18,1618.2,Sao Luis,10
3198,4,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-05-23,37,2216.3,Maceio,2
3199,1,1,Mouse Gamer Optico RGB,Mouse,2025-07-24,9,1349.1,Cuiaba,11
3200,6,27,Webcam 4K Ultra HD,Camera,2025-08-10,15,5985.0,Boa Vista,23
3201,6,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-02-10,12,2988.0,Belo Horizonte,13
3202,6,10,Hub USB-C 7-em-1,Adaptador,2025-07-28,21,2727.9,Natal,20
3203,3,9,Controle Sem Fio para PC,Input Device,2024-12-10,40,8800.0,Belo Horizonte,13
3204,3,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2024-12-15,5,449.5,Natal,20
3205,1,28,Teclado de Membrana Silencioso,Teclado,2025-11-28,9,719.1,Joao Pessoa,15
3206,3,12,Mouse Vertical Ergonomico,Mouse,2025-04-29,39,3896.1,Rio Branco,1
3207,1,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-01-12,1,389.99,Rio Branco,1
3208,2,8,Microfone Condensador Profissional,Audio,2025-02-27,10,4500.0,Brasilia,7
3209,4,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-09-25,31,1856.9,Macapa,3
3210,2,39,No-break 600VA Bivolt,Energia,2025-10-10,3,960.0,Florianopolis,24
3211,5,39,No-break 600VA Bivolt,Energia,2025-10-20,6,1920.0,Natal,20
3212,5,10,Hub USB-C 7-em-1,Adaptador,2025-05-11,14,1818.6,Campo Grande,12
3213,6,28,Teclado de Membrana Silencioso,Teclado,2025-11-13,16,1278.4,Teresina,18
3214,2,1,Mouse Gamer Optico RGB,Mouse,2025-11-20,5,749.5,Porto Alegre,21
3215,2,3,Headset Gamer 7.1 Surround,Audio,2025-03-22,23,6877.0,Cuiaba,11
3216,4,9,Controle Sem Fio para PC,Input Device,2025-10-01,9,1980.0,Manaus,4
3217,6,21,Teclado Mecanico Compacto 60%,Teclado,2025-02-25,32,10236.8,Goiania,9
3218,5,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-07-07,19,1138.1,Belo Horizonte,13
3219,1,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-01-10,38,2090.0,Curitiba,16
3220,1,23,Headset USB com Microfone Flexivel,Audio,2025-11-12,17,2983.5,Sao Paulo,25
3221,3,7,Caixa de Som USB 2.0,Audio,2025-02-23,1,85.0,Palmas,27
3222,1,24,"Monitor Ultrawide 34"" IPS",Monitor,2024-10-07,15,38999.85,Porto Alegre,21
3223,2,25,Mousepad RGB Extendido,Acessorio,2025-07-24,24,2136.0,Fortaleza,6
3224,6,18,Cabo HDMI 2.1 3 Metros,Cabo,2024-10-14,8,479.2,Maceio,2
3225,3,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-04-13,8,440.0,Teresina,18
3226,3,38,Projetor Portatil Mini LED,Video,2025-10-27,40,46000.0,Maceio,2
3227,4,26,Placa de Captura Externa 4K,Video,2025-06-23,28,21840.0,Porto Alegre,21
3228,6,3,Headset Gamer 7.1 Surround,Audio,2025-01-04,38,11362.0,Teresina,18
3229,3,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-08-22,7,18199.93,Sao Luis,10
3230,3,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-10-01,32,31968.0,Belo Horizonte,13
3231,5,17,Cadeira Gamer Reclinavel,Mobiliario,2024-11-27,35,41965.0,Aracaju,26
3232,2,36,Mouse sem Fio Silencioso,Mouse,2025-11-05,14,978.6,Sao Paulo,25
3233,4,10,Hub USB-C 7-em-1,Adaptador,2024-10-16,40,5196.0,Boa Vista,23
3234,2,1,Mouse Gamer Optico RGB,Mouse,2025-08-21,35,5246.5,Belem,14
3235,1,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-02-27,9,8991.0,Florianopolis,24
3236,3,32,Leitor de Cartao de Memoria,Acessorio,2025-03-03,9,315.0,Goiania,9
3237,4,28,Teclado de Membrana Silencioso,Teclado,2024-11-06,39,3116.1,Rio de Janeiro,19
3238,2,27,Webcam 4K Ultra HD,Camera,2025-10-15,5,1995.0,Belem,14
3239,4,3,Headset Gamer 7.1 Surround,Audio,2025-11-06,13,3887.0,Joao Pessoa,15
3240,6,13,Pen Drive USB 3.0 128GB,Armazenamento,2024-12-31,1,75.5,Maceio,2
3241,3,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-07-22,35,66496.5,Recife,17
3242,6,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-06-04,35,3146.5,Rio de Janeiro,19
3243,1,1,Mouse Gamer Optico RGB,Mouse,2025-07-16,9,1349.1,Florianopolis,24
3244,5,1,Mouse Gamer Optico RGB,Mouse,2024-11-17,19,2848.1,Porto Velho,22
3245,5,8,Microfone Condensador Profissional,Audio,2024-11-02,18,8100.0,Belo Horizonte,13
3246,4,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-01-01,36,7182.0,Joao Pessoa,15
3247,4,25,Mousepad RGB Extendido,Acessorio,2025-09-22,11,979.0,Teresina,18
3248,3,39,No-break 600VA Bivolt,Energia,2025-01-29,25,8000.0,Rio de Janeiro,19
3249,3,37,Fone de Ouvido Headband Com Fio,Audio,2024-10-10,30,1065.0,Joao Pessoa,15
3250,2,30,Caixa de Som Bluetooth Portatil,Audio,2025-07-29,3,450.0,Porto Velho,22
3251,2,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-08-18,21,1585.5,Rio Branco,1
3252,3,11,Teclado Sem Fio Ergonomico,Teclado,2025-04-12,21,3359.79,Aracaju,26
3253,3,26,Placa de Captura Externa 4K,Video,2025-01-05,1,780.0,Porto Alegre,21
3254,2,1,Mouse Gamer Optico RGB,Mouse,2025-08-27,20,2998.0,Belo Horizonte,13
3255,1,9,Controle Sem Fio para PC,Input Device,2025-11-24,35,7700.0,Cuiaba,11
3256,5,19,Cooler para Notebook com RGB,Refrigeracao,2024-10-20,29,3190.0,Brasilia,7
3257,6,28,Teclado de Membrana Silencioso,Teclado,2025-07-25,21,1677.9,Sao Paulo,25
3258,2,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-10-28,14,7700.0,Rio Branco,1
3259,5,14,SSD Externo Portatil 500GB,Armazenamento,2025-02-19,34,16626.0,Curitiba,16
3260,3,36,Mouse sem Fio Silencioso,Mouse,2024-11-08,25,1747.5,Curitiba,16
3261,4,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-01-31,17,508.3,Rio Branco,1
3262,2,32,Leitor de Cartao de Memoria,Acessorio,2025-10-17,12,420.0,Manaus,4
3263,4,32,Leitor de Cartao de Memoria,Acessorio,2024-11-30,11,385.0,Sao Luis,10
3264,6,21,Teclado Mecanico Compacto 60%,Teclado,2024-12-24,17,5438.3,Palmas,27
3265,6,37,Fone de Ouvido Headband Com Fio,Audio,2025-03-21,26,923.0,Belem,14
3266,4,25,Mousepad RGB Extendido,Acessorio,2025-04-01,11,979.0,Natal,20
3267,3,17,Cadeira Gamer Reclinavel,Mobiliario,2025-06-11,6,7194.0,Natal,20
3268,2,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2024-11-06,19,4731.0,Brasilia,7
3269,4,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-06-02,27,2038.5,Belo Horizonte,13
3270,1,10,Hub USB-C 7-em-1,Adaptador,2025-09-08,10,1299.0,Brasilia,7
3271,3,38,Projetor Portatil Mini LED,Video,2025-05-16,28,32200.0,Curitiba,16
3272,1,24,"Monitor Ultrawide 34"" IPS",Monitor,2025-09-22,20,51999.8,Rio Branco,1
3273,3,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-10-17,18,34198.2,Campo Grande,12
3274,1,19,Cooler para Notebook com RGB,Refrigeracao,2025-10-28,33,3630.0,Vitoria,8
3275,1,32,Leitor de Cartao de Memoria,Acessorio,2025-11-17,26,910.0,Joao Pessoa,15
3276,3,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-03-25,3,2997.0,Porto Alegre,21
3277,4,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-03-24,28,2114.0,Palmas,27
3278,4,17,Cadeira Gamer Reclinavel,Mobiliario,2025-11-01,36,43164.0,Fortaleza,6
3279,4,17,Cadeira Gamer Reclinavel,Mobiliario,2025-10-15,24,28776.0,Palmas,27
3280,6,14,SSD Externo Portatil 500GB,Armazenamento,2024-12-01,21,10269.0,Recife,17
3281,2,21,Teclado Mecanico Compacto 60%,Teclado,2025-05-21,1,319.9,Florianopolis,24
3282,5,21,Teclado Mecanico Compacto 60%,Teclado,2025-06-18,21,6717.9,Salvador,5
3283,6,3,Headset Gamer 7.1 Surround,Audio,2025-04-21,3,897.0,Teresina,18
3284,4,5,Mousepad Grande Speed,Acessorio,2025-09-30,18,826.2,Palmas,27
3285,1,13,Pen Drive USB 3.0 128GB,Armazenamento,2024-12-25,37,2793.5,Porto Velho,22
3286,4,1,Mouse Gamer Optico RGB,Mouse,2025-03-23,39,5846.1,Manaus,4
3287,1,8,Microfone Condensador Profissional,Audio,2025-08-31,5,2250.0,Maceio,2
3288,6,32,Leitor de Cartao de Memoria,Acessorio,2025-07-27,9,315.0,Goiania,9
3289,4,9,Controle Sem Fio para PC,Input Device,2025-06-23,36,7920.0,Salvador,5
3290,4,28,Teclado de Membrana Silencioso,Teclado,2025-09-21,12,958.8,Natal,20
3291,3,36,Mouse sem Fio Silencioso,Mouse,2024-11-18,19,1328.1,Porto Velho,22
3292,5,23,Headset USB com Microfone Flexivel,Audio,2025-10-05,3,526.5,Boa Vista,23
3293,3,35,Teclado Numerico USB,Teclado,2025-08-21,7,349.3,Brasilia,7
3294,1,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-10-26,12,3240.0,Campo Grande,12
3295,2,29,Mouse Optico Simples USB,Mouse,2025-05-12,23,575.0,Belo Horizonte,13
3296,2,35,Teclado Numerico USB,Teclado,2024-11-13,14,698.6,Vitoria,8
3297,2,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-05-15,12,3240.0,Recife,17
3298,5,12,Mouse Vertical Ergonomico,Mouse,2024-12-08,11,1098.9,Teresina,18
3299,3,13,Pen Drive USB 3.0 128GB,Armazenamento,2025-07-30,20,1510.0,Florianopolis,24
3300,4,12,Mouse Vertical Ergonomico,Mouse,2025-08-21,14,1398.6,Salvador,5
3301,3,23,Headset USB com Microfone Flexivel,Audio,2025-06-23,40,7020.0,Natal,20
3302,6,25,Mousepad RGB Extendido,Acessorio,2025-02-12,9,801.0,Cuiaba,11
3303,5,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2024-10-03,18,9900.0,Cuiaba,11
3304,1,36,Mouse sem Fio Silencioso,Mouse,2025-06-29,12,838.8,Curitiba,16
3305,4,28,Teclado de Membrana Silencioso,Teclado,2025-01-28,21,1677.9,Florianopolis,24
3306,1,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2024-11-28,29,2607.1,Salvador,5
3307,3,9,Controle Sem Fio para PC,Input Device,2024-12-04,6,1320.0,Maceio,2
3308,6,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-01-19,36,68396.4,Porto Velho,22
3309,4,2,Teclado Mecanico TKL Switch Azul,Teclado,2025-04-20,19,7409.81,Teresina,18
3310,6,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-06-16,38,7581.0,Manaus,4
3311,2,36,Mouse sem Fio Silencioso,Mouse,2025-01-31,4,279.6,Aracaju,26
3312,5,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-06-22,12,2988.0,Joao Pessoa,15
3313,1,11,Teclado Sem Fio Ergonomico,Teclado,2025-04-07,9,1439.91,Manaus,4
3314,1,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2024-12-08,32,2876.8,Sao Luis,10
3315,2,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-10-07,4,220.0,Maceio,2
3316,1,1,Mouse Gamer Optico RGB,Mouse,2025-10-23,17,2548.3,Curitiba,16
3317,6,18,Cabo HDMI 2.1 3 Metros,Cabo,2025-11-27,10,599.0,Recife,17
3318,2,31,Hub USB 3.0 de 4 Portas,Adaptador,2024-10-31,32,1760.0,Belo Horizonte,13
3319,2,4,Webcam Full HD 1080p c/ Microfone,Camera,2024-12-07,17,3391.5,Brasilia,7
3320,6,39,No-break 600VA Bivolt,Energia,2025-09-12,17,5440.0,Macapa,3
3321,1,28,Teclado de Membrana Silencioso,Teclado,2025-09-06,37,2956.3,Aracaju,26
3322,1,24,"Monitor Ultrawide 34"" IPS",Monitor,2024-11-26,33,85799.67,Teresina,18
3323,4,25,Mousepad RGB Extendido,Acessorio,2024-12-22,29,2581.0,Joao Pessoa,15
3324,2,14,SSD Externo Portatil 500GB,Armazenamento,2025-10-10,37,18093.0,Cuiaba,11
3325,6,9,Controle Sem Fio para PC,Input Device,2025-02-27,21,4620.0,Belem,14
3326,4,6,"Monitor Curvo 27"" 144Hz",Monitor,2024-11-12,11,20898.9,Curitiba,16
3327,1,11,Teclado Sem Fio Ergonomico,Teclado,2025-09-06,40,6399.6,Porto Velho,22
3328,1,29,Mouse Optico Simples USB,Mouse,2025-08-02,18,450.0,Curitiba,16
3329,5,32,Leitor de Cartao de Memoria,Acessorio,2024-11-30,8,280.0,Natal,20
3330,5,31,Hub USB 3.0 de 4 Portas,Adaptador,2025-05-06,25,1375.0,Rio Branco,1
3331,2,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-10-30,29,28971.0,Porto Velho,22
3332,4,15,Impressora Multifuncional Tanque de Tinta,Impressora,2024-10-26,28,27972.0,Curitiba,16
3333,1,19,Cooler para Notebook com RGB,Refrigeracao,2025-10-28,6,660.0,Vitoria,8
3334,4,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-10-02,8,1596.0,Belem,14
3335,5,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-08-20,10,2490.0,Rio de Janeiro,19
3336,3,12,Mouse Vertical Ergonomico,Mouse,2025-01-10,4,399.6,Belem,14
3337,2,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-07-06,34,18700.0,Teresina,18
3338,1,33,Stylus Pen Ativa para Tablets/PC,Input Device,2024-12-09,15,4050.0,Salvador,5
3339,4,39,No-break 600VA Bivolt,Energia,2024-12-25,37,11840.0,Natal,20
3340,4,34,Dock Station para Notebook,Adaptador,2025-07-18,33,13860.0,Porto Alegre,21
3341,2,27,Webcam 4K Ultra HD,Camera,2025-08-07,2,798.0,Sao Luis,10
3342,2,30,Caixa de Som Bluetooth Portatil,Audio,2025-01-06,6,900.0,Brasilia,7
3343,4,25,Mousepad RGB Extendido,Acessorio,2024-10-19,32,2848.0,Porto Velho,22
3344,6,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2024-10-31,25,13750.0,Macapa,3
3345,3,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-08-23,18,538.2,Vitoria,8
3346,1,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2024-11-29,9,2241.0,Campo Grande,12
3347,2,32,Leitor de Cartao de Memoria,Acessorio,2025-05-16,32,1120.0,Boa Vista,23
3348,5,8,Microfone Condensador Profissional,Audio,2025-05-24,5,2250.0,Florianopolis,24
3349,4,11,Teclado Sem Fio Ergonomico,Teclado,2025-08-03,40,6399.6,Boa Vista,23
3350,5,25,Mousepad RGB Extendido,Acessorio,2025-10-16,23,2047.0,Manaus,4
3351,1,29,Mouse Optico Simples USB,Mouse,2024-12-08,1,25.0,Florianopolis,24
3352,3,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-10-28,27,2427.3,Aracaju,26
3353,4,28,Teclado de Membrana Silencioso,Teclado,2025-10-30,19,1518.1,Porto Velho,22
3354,2,17,Cadeira Gamer Reclinavel,Mobiliario,2025-07-21,13,15587.0,Porto Velho,22
3355,5,14,SSD Externo Portatil 500GB,Armazenamento,2025-05-24,28,13692.0,Florianopolis,24
3356,3,16,Fone de Ouvido Bluetooth Cancelamento Ruido,Audio,2025-02-01,3,1650.0,Aracaju,26
3357,2,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2025-05-02,4,996.0,Maceio,2
3358,6,4,Webcam Full HD 1080p c/ Microfone,Camera,2025-08-11,39,7780.5,Porto Velho,22
3359,3,20,Adaptador de Rede Wi-Fi Dual Band,Rede,2025-10-02,15,1348.5,Florianopolis,24
3360,2,6,"Monitor Curvo 27"" 144Hz",Monitor,2025-11-09,21,39897.9,Cuiaba,11
3361,1,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-06-07,19,5130.0,Sao Luis,10
3362,3,37,Fone de Ouvido Headband Com Fio,Audio,2024-10-24,32,1136.0,Fortaleza,6
3363,4,9,Controle Sem Fio para PC,Input Device,2025-08-31,6,1320.0,Belem,14
3364,6,10,Hub USB-C 7-em-1,Adaptador,2025-04-03,34,4416.6,Rio Branco,1
3365,6,15,Impressora Multifuncional Tanque de Tinta,Impressora,2025-04-14,30,29970.0,Rio de Janeiro,19
3366,2,30,Caixa de Som Bluetooth Portatil,Audio,2025-10-31,18,2700.0,Natal,20
3367,6,1,Mouse Gamer Optico RGB,Mouse,2025-11-27,37,5546.3,Sao Paulo,25
3368,1,33,Stylus Pen Ativa para Tablets/PC,Input Device,2025-07-05,10,2700.0,Boa Vista,23
3369,1,40,Organizador de Cabos de Silicone (5un),Acessorio,2025-01-11,21,627.9,Recife,17
3370,5,22,Mouse Gamer Sem Fio Recarregavel,Mouse,2024-10-03,36,8964.0,Curitiba,16
3371,5,9,Controle Sem Fio para PC,Input Device,2025-06-28,7,1540.0,Manaus,4
3372,2,23,Headset USB com Microfone Flexivel,Audio,2025-06-27,16,2808.0,Maceio,2
3373,2,25,Mousepad RGB Extendido,Acessorio,2025-10-25,33,2937.0,Belo Horizonte,13
3374,2,25,Mousepad RGB Extendido,Acessorio,2025-09-17,39,3471.0,Sao Luis,10
3375,6,35,Teclado Numerico USB,Teclado,2025-04-06,24,1197.6,Aracaju,26
3376,5,36,Mouse sem Fio Silencioso,Mouse,2025-08-12,9,629.1,Manaus,4
3377,5,1,Mouse Gamer Optico RGB,Mouse,2025-08-29,20,2998.0,Macapa,3
